request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 today. This leaves the EUR 400 minimum protected over the next 90 days.
request_190,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 2557.5 request. None of the available options keeps the EUR 1600 minimum protected.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 today. This leaves the EUR 500 minimum protected over the next 90 days.
request_192,307.99,not_affordable,not_recommended,none,,none,Do not proceed with the USD 2046 request. None of the available options keeps the USD 1000 minimum protected.
request_193,23.01,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 2024-03-21. This keeps the EUR 1000 minimum protected throughout the plan."
request_194,34703.75,affordable_later,wait,2025-10-15:132800,2025-10-15,none,"Wait until 2025-10-15, then pay INR 132800 in full. Paying earlier would take the balance below the INR 113600 minimum."
request_195,1067.6,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 2026-01-09. This keeps the EUR 700 minimum protected throughout the plan."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 today. This leaves the EUR 500 minimum protected over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 50939000 request. None of the available options keeps the IDR 26245900 minimum protected.
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 today. This leaves the INR 124300 minimum protected over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This keeps the IDR 25359500 minimum protected throughout the plan."
request_200,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 21717000 request. None of the available options keeps the IDR 20114600 minimum protected.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 today. This leaves the IDR 17304500 minimum protected over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 today. This leaves the INR 147800 minimum protected over the next 90 days.
request_203,1184.76,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,,reduce_to:event_18728:38|reduce_to:event_18663:37.96,"Use 3 installments of EUR 499.93, starting 2025-05-10. This keeps the EUR 1400 minimum protected throughout the plan."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,Pay EUR 588.74 today. This leaves the EUR 1300 minimum protected over the next 90 days.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 today. This leaves the IDR 13994300 minimum protected over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This keeps the EUR 900 minimum protected throughout the plan."
request_207,5180.29,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 2026-07-15, then pay ZAR 11830 in full. Paying earlier would take the balance below the ZAR 13600 minimum."
request_208,3104179.08,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Wait until 2024-06-15, then pay IDR 4413000 in full. Paying earlier would take the balance below the IDR 10470700 minimum."
request_209,2013.27,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 56914 request. None of the available options keeps the ZAR 18400 minimum protected.
request_210,1115.14,affordable_with_plan,partial_payment,2026-04-06:1115.14|2026-04-15:244.88,2026-04-15,none,A two-step payment is safe: USD 1115.14 today and USD 244.88 on 2026-04-15. This completes the full request and keeps the USD 2000 minimum protected.
request_211,288.07,affordable_later,wait,2024-11-15:1788.6,2024-11-15,none,"Wait until 2024-11-15, then pay EUR 1788.6 in full. Paying earlier would take the balance below the EUR 1500 minimum."
request_212,3812034.91,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 71934000 request. None of the available options keeps the IDR 29579800 minimum protected.
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This keeps the USD 2100 minimum protected throughout the plan."
request_214,69750,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-04,none,"Use 2 installments of INR 36270, starting 2024-12-04. This keeps the INR 174900 minimum protected throughout the plan."
request_215,25415.34,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 29986 request. None of the available options keeps the ZAR 15700 minimum protected.
request_216,567.55,affordable_later,wait,2026-08-15:3332.4,2026-08-15,none,"Wait until 2026-08-15, then pay USD 3332.4 in full. Paying earlier would take the balance below the USD 1800 minimum."
request_217,0,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 37180 request. None of the available options keeps the ZAR 26800 minimum protected.
request_218,26404195.76,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This keeps the IDR 34477200 minimum protected throughout the plan."
request_219,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1673.1 request. None of the available options keeps the EUR 1100 minimum protected.
request_220,50.71,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 3118.5 request. None of the available options keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today. This leaves the INR 81500 minimum protected over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today. This leaves the ZAR 27300 minimum protected over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today. This leaves the EUR 800 minimum protected over the next 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"Use 2 installments of IDR 5370040, starting 2025-02-04. This keeps the IDR 22187600 minimum protected throughout the plan."
request_225,9380382.41,not_affordable,not_recommended,none,2026-09-15,none,Do not proceed with the IDR 22059000 request. None of the available options keeps the IDR 17670700 minimum protected.
request_226,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 157000 request. None of the available options keeps the INR 209400 minimum protected.
request_227,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 259700 request. None of the available options keeps the INR 62900 minimum protected.
request_228,1327679.29,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 63327000 request. None of the available options keeps the IDR 26191200 minimum protected.
request_229,420.82,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,stop:event_21031|stop:event_21032,"Use 3 installments of EUR 529.29, starting 2024-03-18. This keeps the EUR 1000 minimum protected throughout the plan."
request_230,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 3537.6 request. None of the available options keeps the EUR 2000 minimum protected.
request_231,35706,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-03,none,"Use 3 installments of ZAR 12378.08, starting 2026-01-06. This keeps the ZAR 24300 minimum protected throughout the plan."
request_232,617.24,affordable_later,wait,2024-06-15:1970.1,2024-06-15,none,"Wait until 2024-06-15, then pay EUR 1970.1 in full. Paying earlier would take the balance below the EUR 2400 minimum."
request_233,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 6241000 request. None of the available options keeps the IDR 10365700 minimum protected.
request_234,217.53,affordable_later,wait,2026-08-15:1213.3,2026-08-15,none,"Wait until 2026-08-15, then pay EUR 1213.3 in full. Paying earlier would take the balance below the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today. This leaves the USD 700 minimum protected over the next 90 days.
request_236,6820083.82,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 52383000 request. None of the available options keeps the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today. This leaves the IDR 22431500 minimum protected over the next 90 days.
request_238,0,not_affordable,not_recommended,none,,none,Do not proceed with the USD 663.6 request. None of the available options keeps the USD 700 minimum protected.
request_239,0,not_affordable,not_recommended,none,,none,Do not proceed with the USD 642 request. None of the available options keeps the USD 600 minimum protected.
request_240,14534.05,affordable_with_plan,partial_payment,2026-01-06:14534.05|2026-03-15:86665.95,2026-03-15,none,A two-step payment is safe: INR 14534.05 today and INR 86665.95 on 2026-03-15. This completes the full request and keeps the INR 52800 minimum protected.
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This keeps the IDR 19252000 minimum protected throughout the plan."
request_242,0,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 1966.8 request. None of the available options keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today. This leaves the ZAR 19900 minimum protected over the next 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 today. This leaves the ZAR 45900 minimum protected over the next 90 days.
request_245,34991.25,affordable_later,wait,2025-11-15:128500,2025-11-15,none,"Wait until 2025-11-15, then pay INR 128500 in full. Paying earlier would take the balance below the INR 94600 minimum."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This keeps the ZAR 39300 minimum protected throughout the plan."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today. This leaves the EUR 1300 minimum protected over the next 90 days.
request_248,1965.6,not_affordable,not_recommended,none,2025-02-07,none,Do not proceed with the USD 1965.6 request. None of the available options keeps the USD 1300 minimum protected.
request_249,186.12,not_affordable,not_recommended,none,,none,Do not proceed with the USD 643.2 request. None of the available options keeps the USD 600 minimum protected.
request_250,16056.71,not_affordable,not_recommended,none,2025-02-15,none,Do not proceed with the ZAR 124278 request. None of the available options keeps the ZAR 35300 minimum protected.
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,Do not proceed with the EUR 1513.6 request. None of the available options keeps the EUR 1300 minimum protected.
request_252,4291842.8,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Wait until 2026-08-15, then pay IDR 28082000 in full. Paying earlier would take the balance below the IDR 15152200 minimum."
request_253,1383.13,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-15,none,"Use 3 installments of EUR 984.6, starting 2024-03-21. This keeps the EUR 2300 minimum protected throughout the plan."
request_254,0,not_affordable,not_recommended,none,,none,Do not proceed with the USD 3535.2 request. None of the available options keeps the USD 2500 minimum protected.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today. This leaves the IDR 9813900 minimum protected over the next 90 days.
request_256,154879.83,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-15,none,"Use 3 installments of INR 75816, starting 2024-06-10. This keeps the INR 168600 minimum protected throughout the plan."
request_257,498.4,affordable_later,wait,2025-12-15:1352.4,2025-12-15,none,"Wait until 2025-12-15, then pay USD 1352.4 in full. Paying earlier would take the balance below the USD 1600 minimum."
request_258,712.26,not_affordable,not_recommended,none,,none,Do not proceed with the USD 1113.6 request. None of the available options keeps the USD 500 minimum protected.
request_259,212.1,affordable_later,wait,2024-11-15:935,2024-11-15,none,"Wait until 2024-11-15, then pay EUR 935 in full. Paying earlier would take the balance below the EUR 600 minimum."
request_260,8578292.84,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 52079000 request. None of the available options keeps the IDR 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today. This leaves the EUR 1500 minimum protected over the next 90 days.
request_262,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 9236000 request. None of the available options keeps the IDR 31018500 minimum protected.
request_263,8598.86,affordable_with_plan,partial_payment,2025-05-07:8598.86|2025-06-15:42947.14,2025-06-15,none,A two-step payment is safe: ZAR 8598.86 today and ZAR 42947.14 on 2025-06-15. This completes the full request and keeps the ZAR 24100 minimum protected.
request_264,26863.74,affordable_later,wait,2026-05-15:111300,2026-05-15,none,"Wait until 2026-05-15, then pay INR 111300 in full. Paying earlier would take the balance below the INR 59500 minimum."
request_265,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 45970 request. None of the available options keeps the INR 189700 minimum protected.
request_266,770.18,not_affordable,not_recommended,none,2025-09-15,none,Do not proceed with the EUR 935 request. None of the available options keeps the EUR 900 minimum protected.
request_267,1818.06,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use 3 installments of EUR 667.33, starting 2026-01-08. This keeps the EUR 1500 minimum protected throughout the plan."
request_268,1061.93,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This keeps the EUR 1400 minimum protected throughout the plan."
request_269,0,not_affordable,not_recommended,none,,none,Do not proceed with the ZAR 15490 request. None of the available options keeps the ZAR 23100 minimum protected.
request_270,179.09,not_affordable,not_recommended,none,2026-08-24,none,Do not proceed with the USD 3028.8 request. None of the available options keeps the USD 1400 minimum protected.
request_271,0,not_affordable,not_recommended,none,,none,Do not proceed with the INR 91300 request. None of the available options keeps the INR 58200 minimum protected.
request_272,0,not_affordable,not_recommended,none,,none,Do not proceed with the IDR 13585000 request. None of the available options keeps the IDR 7508600 minimum protected.
request_273,10756514.78,affordable_with_plan,partial_payment,2026-04-07:10756514.78|2026-04-15:5104485.22,2026-04-15,none,A two-step payment is safe: IDR 10756514.78 today and IDR 5104485.22 on 2026-04-15. This completes the full request and keeps the IDR 18774600 minimum protected.
request_274,2408.96,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 2024-12-04. This keeps the EUR 1800 minimum protected throughout the plan."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today. This leaves the IDR 12760100 minimum protected over the next 90 days.
